X0_missing_rate,X0_obs_vs_full_ratio,X0_iqr_ratio,X0_obs_skew_diff,coef_X1_abs,auc_mask_from_Xobs,log_pval_X1_mask,X1_mean_diff,X1_mannwhitney_pval,little_proxy_score,X0_ks_obs_vs_imputed,X0_tail_missing_ratio,mask_entropy,X0_censoring_score,X0_mean_shift_X1_to_X4,mechdetect_auc_complete,mechdetect_auc_shuffled,mechdetect_auc_excluded,mechdetect_delta_complete_shuffled,mechdetect_delta_complete_excluded,mechdetect_mwu_pvalue,caafe_missing_rate_by_quantile,caafe_tail_asymmetry,caafe_kurtosis_excess,caafe_cond_entropy_X0_mask,llm_sc_domain_prior,llm_sc_confidence,llm_sc_agreement,llm_sc_vote_mcar,llm_sc_vote_mar,llm_sc_vote_mnar,llm_sc_stats_consistency,llm_sc_surprise
0.077,0.9991267707547612,1.0913907020489984,0.006802843534375477,0.2628502437631038,0.6108887041297465,1.5979252775767785,-0.07663984025008247,0.02358689179425455,0.16691758945280072,0.03845828819068256,1.0,3.017279508469838,0.0,0.06273829206405514,0.6110880216417676,0.5220282324411378,0.6107222039632463,0.08905978920062974,0.0003658176785212852,0.1,20.0,0.0,-1.209096151755614,0.412779299604578,1.0,1.0,1.0,0.0,0.0,1.0,0.926,0.06
0.06,1.0004242737354614,1.1010271551415116,-0.007070778602300515,0.11976883119188651,0.5137139388019508,0.4564406935505409,0.018668385722937497,0.33054601034538944,0.08927304964539007,0.03,1.0,3.2739802967360037,0.0,0.016629253197973162,0.5118555110125286,0.534823545546583,0.5133949587242154,-0.022968034534054382,-0.0015394477116867922,1.0,20.0,0.0,-0.09442664664462885,0.20914122283376477,1.0,1.0,1.0,0.0,0.0,1.0,0.978,0.04
0.095,1.0091775775045788,1.1412601179236666,-0.07970313291399989,0.10851484755816862,0.4754086833557964,0.5191902684675002,-0.01812105687673482,0.4831367289114158,0.07987787147426578,0.047447513812154694,1.0,3.9756683526345578,0.0,0.01093843354439493,0.5049983892023148,0.51125642198288,0.47527025589178756,-0.006258032780565248,0.029728133310527205,1.0,20.0,0.0,-0.0935200695953009,0.26047523860752725,1.0,1.0,1.0,0.0,0.0,1.0,0.978,0.044
0.09,0.9995310980332841,1.1516986011556394,0.0061502060585507945,0.05990702468049702,0.5183384237546562,0.2255405305592533,0.008624494192167487,0.45367695187971047,0.08540903540903541,0.045,1.0,2.045387632376588,0.0,0.009016671425116862,0.5147119207534789,0.5438146749890335,0.5183749734622586,-0.02910275423555453,-0.003663052708779646,0.7,20.0,0.0,0.2118440732187401,0.18923687233305275,1.0,1.0,1.0,0.0,0.0,1.0,0.972,0.04
0.08,1.0198311756880032,1.1239794809439905,-0.10561907091900835,0.11838901417731638,0.5479382694011578,0.5156391399950491,0.030502927108002398,0.16899395593974564,0.11222826086956522,0.04,1.0,3.5007383961046656,0.0,0.04009735508412484,0.5854396975620709,0.567722587661862,0.5479384008192564,0.017717109900208916,0.03750129674281455,0.7,20.0,0.0,0.6847197112285732,0.35141497881142764,1.0,1.0,1.0,0.0,0.0,1.0,0.96,0.03
0.076,1.0221302238665266,1.0797425257819675,-0.10277703143387673,0.004140020521054504,0.47447718947718953,0.018201530712583232,-0.0016060399662055636,0.6919307745859281,0.1007347915242652,0.038,1.0,3.8151877146302287,0.0,0.01597898760461894,0.533073593073593,0.48364302364302364,0.4744372294372295,0.04943056943056939,0.05863636363636354,0.4,20.0,0.0,0.25060570842459295,0.37514578578232743,1.0,1.0,1.0,0.0,0.0,1.0,0.986,0.03
0.01,1.0001359834257837,1.0143492633486535,-0.0005751921630304802,0.0012113019908915686,0.14528619528619527,0.013093444021815281,0.0033028505512870954,0.9425405526986429,0.2047979797979798,0.005,1.0,0.7894608072127152,0.0,0.042832378564212376,0.1451178451178451,0.38707569173744966,0.14469696969696966,-0.24195784661960457,0.00042087542087543284,0.1,20.0,0.0,-1.2501938209788097,0.3113880550271506,1.0,1.0,1.0,0.0,0.0,1.0,0.972,0.07
0.09,0.9971239560386453,1.0823212453838313,0.021582932121112314,0.09130522659919849,0.5337227143767008,0.362988995150392,-0.024968282023045296,0.41940582351150024,0.07454212454212454,0.045,1.0,3.7382919250626174,0.0,0.02315963526556368,0.53614102638334,0.5237910530461646,0.5337593847104009,0.012349973337175468,0.0023816416729391943,0.4,20.0,0.0,-1.2290026835184966,0.46451172379364575,1.0,0.8636,0.8,0.1364,0.0,0.8636,0.936,0.174
0.01,1.0027546482254583,1.0196523242246949,-0.012894981156010177,0.13115676654065986,0.5904040404040404,0.1440585232156909,-0.030706399971309584,0.5750198987638113,0.27601010101010104,0.005,1.0,1.6208427765399323,0.0,0.06027047527331198,0.6067340067340067,0.6946378517271846,0.5896464646464646,-0.08790384499317794,0.01708754208754204,0.7,20.0,0.0,0.35502153241691703,0.24666186403608067,1.0,1.0,1.0,0.0,0.0,1.0,0.956,0.07
0.041,1.0037409651295648,1.0488900023850913,-0.032810741452290015,0.3287147708970803,0.5865670428709222,1.2823867382454301,-0.04844468539128485,0.01623481510133808,0.16299371804979781,0.020478623566214806,1.0,3.0064888526547473,0.0,0.0282462559479573,0.595517790399256,0.4541684015191594,0.5867218090817229,0.14134938888009663,0.00879598131753312,0.1,20.0,0.0,-0.04450703111381005,0.2204441415457576,1.0,1.0,1.0,0.0,0.0,1.0,0.972,0.05
0.02,1.00146007420605,1.026552031086664,-0.012995077214639883,0.05224370835736559,0.35378829367685105,0.11251012805014939,-0.011023310644790285,0.6291467618584528,0.15612244897959185,0.01,1.0,1.6308147041478374,0.0,0.015647132636230715,0.3697789403873717,0.3436793702996362,0.3540799883739041,0.026099570087735502,0.015698952013467604,1.0,20.0,0.0,-0.3682519800707218,0.1895344388839157,1.0,1.0,1.0,0.0,0.0,1.0,0.972,0.07
0.065,1.0016838254693714,1.0899000950155933,-0.010976696000008473,0.11933335111378601,0.4899450837955661,0.49672552347633325,0.037762782981835885,0.32984633426269694,0.1074249280131633,0.03246524064171123,1.0,2.6142967355078808,0.0,0.02569293869864195,0.492230334272135,0.5044321523004719,0.48984564619612847,-0.01220181802833692,0.0023846880760065026,1.0,20.0,0.0,-1.2375393609581804,0.3944961210741464,1.0,1.0,1.0,0.0,0.0,1.0,0.978,0.044
0.03,0.9998792017243654,1.0361588033281892,0.0005316405667453849,0.23897822785154554,0.5302020028284219,0.7297300827425907,0.06905636878641158,0.19139404760577938,0.14261168384879724,0.015,1.0,2.6496551011258744,0.0,0.03197577301148399,0.5299946489316975,0.44841666094837723,0.5302020028284218,0.08157798798332022,-0.00020735389672432714,0.7,20.0,0.0,-1.1774361153686437,0.3485794980562534,1.0,1.0,1.0,0.0,0.0,1.0,0.952,0.054
0.045,0.9998125645235849,1.0571759242229501,0.0026567401799259364,0.33247970901608365,0.5253419030907646,1.5796358326985482,-0.05076514960874279,0.0802449703386179,0.1346131471785922,0.022476439790575915,1.0,3.135462197969855,0.0,0.024698120586703176,0.5244341046553148,0.4069968475697854,0.5252720218888078,0.11743725708552943,-0.000837917233493024,0.1,20.0,0.0,0.021407004066923196,0.179365138636656,1.0,1.0,1.0,0.0,0.0,1.0,0.956,0.08
0.03,1.0081043991729814,1.0373229905586094,-0.03971007604502019,0.13534771516414232,0.3716030271757826,0.38220005613162156,0.03880707695479163,0.5456424225606804,0.11340206185567009,0.015,1.0,1.9269211074679498,0.0,0.031055130978114673,0.4265260100141421,0.5329639228272961,0.3721190230478157,-0.10643791281315401,0.0544069869663264,0.2,20.0,0.0,0.6662835909234364,0.29667252571927266,1.0,1.0,1.0,0.0,0.0,1.0,0.962,0.044
0.09,1.0088410359256879,1.0908237145936508,-0.07417015678978689,0.03208706496138717,0.5478075000482504,0.16509460748011018,0.0073164907698506365,0.5225001407099971,0.09563492063492063,0.045,1.0,2.0600918052488892,0.0,0.014045408806922122,0.5613083347808465,0.5144431174625653,0.5479541813830506,0.046865217318281194,0.013354153397795887,0.2,20.0,0.0,-0.16133400181081914,0.27316210072917824,1.0,1.0,1.0,0.0,0.0,1.0,0.966,0.06
0.04,1.000114168118401,1.0461955566351009,-0.0005043803791833315,0.06584932908782609,0.5502804487179488,0.18031974185575775,-0.0208891373169946,0.6330478677488178,0.14505208333333333,0.02,1.0,2.4438934640435583,0.0,0.04697929231808898,0.5482543498168497,0.5864375041015569,0.5503605769230769,-0.0381831542847072,-0.0021062271062272098,0.7,20.0,0.0,-1.2525948626720558,0.3753389902747862,1.0,1.0,1.0,0.0,0.0,1.0,0.972,0.04
0.086,1.0235112247902143,1.1126078225326372,-0.119376887732773,0.07617891002013209,0.45759889761146794,0.30135450610262116,-0.020045380979240912,0.5242742296079708,0.07711439621393314,0.043,1.0,3.240396335446896,0.0,0.013205760169207284,0.5205966619488235,0.5098078156719552,0.45774841994755117,0.01078884627686827,0.06284824200127231,0.7,20.0,0.0,0.9011252270136807,0.35530237583661,1.0,1.0,1.0,0.0,0.0,1.0,0.978,0.05
0.022,1.000001376272923,1.0169845573136995,0.00031223742491026316,0.03907870511617505,0.4900124160093486,0.07530862260441946,-0.01221767968727372,0.8347378878713124,0.1788668897564603,0.011,1.0,2.020086207368924,0.0,0.03976296795872425,0.4913635699678644,0.5002480931720533,0.48973853345019,-0.008884523204188921,0.0016250365176744275,1.0,20.0,0.0,-1.197370702471809,0.3255401589306302,1.0,1.0,1.0,0.0,0.0,1.0,0.946,0.05
0.06,0.9999625113272447,1.1067373532765048,0.002308376299920846,0.2855267550855188,0.543111997449516,1.492144413384086,0.040761026795454125,0.0241816183595084,0.11648936170212766,0.03,1.0,3.6007482572681218,0.0,0.01471517430139968,0.5395984683529708,0.5635113731296574,0.5432181545620426,-0.023912904776686617,-0.0036196862090718263,1.0,20.0,0.0,-0.12653021027228561,0.20614953936015729,1.0,1.0,1.0,0.0,0.0,1.0,0.978,0.05
0.068,1.0002200323043486,1.084734938592918,-0.0015480594872936092,0.14225693069151557,0.5353728087347638,0.5794623885185154,-0.021015450371773603,0.2652568028079675,0.09986430194395354,0.034,1.0,2.871863549825531,0.0,0.020479610253612807,0.5322375657651178,0.48452397985450113,0.5355592107106247,0.047713585910616696,-0.0033216449455069075,0.4,20.0,0.0,0.14216533936451503,0.17498210379763982,1.0,1.0,1.0,0.0,0.0,1.0,0.946,0.05
0.068,1.0050357513490282,1.0926540098097517,-0.04835718571748959,0.12401311678862192,0.5421729960660163,0.4936748255793896,0.020383163026020668,0.2398442605594877,0.09328452411007321,0.034,1.0,3.113867633677913,0.0,0.014531812299602043,0.5556859640542102,0.4394469863348973,0.5420351624642177,0.11623897771931291,0.013650801589992545,0.1,20.0,0.0,-0.1097020253966492,0.24645144628713964,1.0,1.0,1.0,0.0,0.0,1.0,0.968,0.05
0.03,1.0002408501961504,1.0294758309642291,-0.004246240712564006,0.16898066473130025,0.548831046388666,0.5005806070058508,-0.027480169385248443,0.3807946051942849,0.1516323024054983,0.015,1.0,1.1757686319419536,0.0,0.02650527078693292,0.5461491419179757,0.3983548344850838,0.5487278472142593,0.1477943074328919,-0.0025787052962835677,0.1,20.0,0.0,0.16389160330731745,0.16054347843742395,1.0,1.0,1.0,0.0,0.0,1.0,0.972,0.08
0.033,1.010890002778549,1.0391915763486692,-0.04679185527268759,0.10410328151195909,0.5792684454684723,0.18659131300064624,0.021515936236059963,0.9907081262078588,0.1605089154210147,0.016482936918304034,1.0,2.902513430136283,0.0,0.051914528665586525,0.6284369374960302,0.5959345643970639,0.5793625542582334,0.03250237309896631,0.04907438323779689,1.0,20.0,0.0,0.5375937618864488,0.15329113858315616,1.0,1.0,1.0,0.0,0.0,1.0,0.962,0.054
0.038,1.001024553945924,1.063940813032956,-0.006228230332876464,0.2806025520354826,0.5379515636232927,1.1102974034383286,0.08463187021133373,0.07129687930715159,0.15063190721085457,0.019,1.0,2.132482571746652,0.0,0.03836860050248042,0.5364664043986475,0.3468611277443461,0.5379515636232927,0.18960527665430138,-0.001485159224645205,0.1,20.0,0.0,-1.154814314103868,0.33740661752978224,1.0,1.0,1.0,0.0,0.0,1.0,0.966,0.054
0.086,1.0069766571917724,1.1082759800444772,-0.06455400052471405,0.018016895323434957,0.48832532150047253,0.1050311233459483,0.005058851046261803,0.8164072156707041,0.09227901887944634,0.043,1.0,3.594009046511078,0.0,0.016283978487140527,0.5072417122512328,0.4388238006390872,0.48832532150047253,0.06841791161214561,0.018916390750760292,0.2,20.0,0.0,-0.1807036486693674,0.2923452515485849,1.0,1.0,1.0,0.0,0.0,1.0,0.962,0.054
0.09,1.0003940932919626,1.139097111059476,-0.0030682436604711136,0.028612830336451404,0.5859582778453284,0.04227567922870785,0.001888207026878419,0.9452486432930451,0.12896825396825395,0.045,1.0,2.1866132408282444,0.0,0.028333067554452918,0.5853752919151564,0.5906526355542763,0.5860313772605331,-0.0052773436391199136,-0.0006560853453767557,1.0,20.0,0.0,-0.34055307250271794,0.23298333719410175,1.0,1.0,1.0,0.0,0.0,1.0,0.984,0.04
0.04,1.0005327846248693,1.0302926389185956,-0.003461973862402913,0.06954872388483055,0.5498798076923077,0.20774723285179517,0.02340099675708568,0.6050781608035232,0.14348958333333334,0.02,1.0,0.9272676235474301,0.0,0.039706745817402425,0.5499542124542125,0.48978331029199973,0.5497996794871794,0.06017090216221277,0.00015453296703304975,0.7,20.0,0.0,-1.244069117177939,0.3849475921615761,1.0,1.0,1.0,0.0,0.0,1.0,0.978,0.054
0.1,1.0293704824034529,1.12333109713176,-0.13909891763832194,0.09629415507270382,0.5455446623093683,0.5634750034850409,0.03076241869566121,0.5025640850974595,0.10055555555555556,0.05,1.0,2.137821225548319,0.0,0.028599473707650896,0.5870845712022182,0.5478525632519927,0.5456446821152704,0.03923200795022552,0.041439889086947845,0.2,20.0,0.0,0.3881877216478826,0.4064253026542737,1.0,1.0,1.0,0.0,0.0,1.0,0.95,0.07
0.092,1.0091448446528446,1.1125741774557936,-0.07538682832252086,0.17639115216735732,0.5843644465564551,1.0075407666600102,-0.028248074852859684,0.08117420631316422,0.10518818234054779,0.046,1.0,4.013101532013337,0.0,0.026990420837279344,0.5881978321025153,0.3679839876758162,0.5843288416287331,0.2202138444266991,0.0038689904737821967,0.1,20.0,0.0,-0.21040177331634125,0.2795255697794181,1.0,1.0,1.0,0.0,0.0,1.0,0.962,0.06
0.03,0.9999888592961967,1.0322640494597553,-3.8040563460729065e-05,0.18047788225896733,0.5142042196995759,0.4878315331794706,-0.026766512834062395,0.3429669395484055,0.12740549828178693,0.015,1.0,0.5716880071408673,0.0,0.015353450568083765,0.5132728790021531,0.4357558108383077,0.5142042196995759,0.0775170681638454,-0.0009313406974227334,0.2,20.0,0.0,0.03193740383296495,0.16054347843742395,1.0,1.0,1.0,0.0,0.0,1.0,0.978,0.044
0.063,1.0054416866272005,1.0806783253873578,-0.0495949095453726,0.1733482528735531,0.43763433939152785,0.803197426602177,0.02997899233178941,0.17353118734353346,0.11000999474852197,0.03146638207043757,1.0,3.040338451478118,0.0,0.013558453351092042,0.4639609591686269,0.4406069644459858,0.4374311642682249,0.023353994722641103,0.02652979490040197,0.4,20.0,0.0,-0.06849516253417187,0.250568314536315,1.0,1.0,1.0,0.0,0.0,1.0,0.962,0.08
0.049,1.0013755689347827,1.063305348633766,-0.009196690129762125,0.15676900953424555,0.42373739716706876,0.5650417901710528,-0.046587454495706504,0.26578906074130115,0.12810897229554283,0.02447423764458465,1.0,2.433200299846921,0.0,0.02853011674049373,0.42880559163728577,0.5786876848692333,0.42379925156182346,-0.1498820932319475,0.005006340075462301,0.1,20.0,0.0,-1.1878309629660686,0.37886177519229436,1.0,1.0,1.0,0.0,0.0,1.0,0.978,0.05
